FirstName,LastName,Position,Team,Abbreviation,Division,Conference,Username,Department,Company
Barrett,Carter,LB,Cincinnati Bengals,CIN,AFC North,AFC,bcarter_lb,Cincinnati Bengals,NFL
Bryan,Cook,S,Cincinnati Bengals,CIN,AFC North,AFC,bcook_s,Cincinnati Bengals,NFL
Howard,Cross III,DT,Cincinnati Bengals,CIN,AFC North,AFC,hcrossiii_dt,Cincinnati Bengals,NFL
Jalen,Davis,CB,Cincinnati Bengals,CIN,AFC North,AFC,jdavis_cb,Cincinnati Bengals,NFL
Kyle,Dugger,S,Cincinnati Bengals,CIN,AFC North,AFC,kdugger_s,Cincinnati Bengals,NFL
Isaiah,Foskey,DE,Cincinnati Bengals,CIN,AFC North,AFC,ifoskey_de,Cincinnati Bengals,NFL
Joe,Giles-Harris,LB,Cincinnati Bengals,CIN,AFC North,AFC,jgilesharris_lb,Cincinnati Bengals,NFL
Shaka,Heyward,LB,Cincinnati Bengals,CIN,AFC North,AFC,sheyward_lb,Cincinnati Bengals,NFL
B.J.,Hill,DT,Cincinnati Bengals,CIN,AFC North,AFC,bhill_dt,Cincinnati Bengals,NFL
Dax,Hill,CB,Cincinnati Bengals,CIN,AFC North,AFC,dhill_cb,Cincinnati Bengals,NFL
DJ,Ivey,CB,Cincinnati Bengals,CIN,AFC North,AFC,divey_cb,Cincinnati Bengals,NFL
McKinnley,Jackson,DT,Cincinnati Bengals,CIN,AFC North,AFC,mjackson_dt,Cincinnati Bengals,NFL
Jordan,Jefferson,DT,Cincinnati Bengals,CIN,AFC North,AFC,jjefferson_dt,Cincinnati Bengals,NFL
Kris,Jenkins Jr.,DT,Cincinnati Bengals,CIN,AFC North,AFC,kjenkinsjr_dt,Cincinnati Bengals,NFL
Cedric,Johnson,DE,Cincinnati Bengals,CIN,AFC North,AFC,cjohnson_de,Cincinnati Bengals,NFL
PJ,Jules,S,Cincinnati Bengals,CIN,AFC North,AFC,pjules_s,Cincinnati Bengals,NFL
Jalen,Kimber,CB,Cincinnati Bengals,CIN,AFC North,AFC,jkimber_cb,Cincinnati Bengals,NFL
Demetrius,Knight Jr.,LB,Cincinnati Bengals,CIN,AFC North,AFC,dknightjr_lb,Cincinnati Bengals,NFL
Bralyn,Lux,CB,Cincinnati Bengals,CIN,AFC North,AFC,blux_cb,Cincinnati Bengals,NFL
Boye,Mafe,LB,Cincinnati Bengals,CIN,AFC North,AFC,bmafe_lb,Cincinnati Bengals,NFL
Myles,Murphy,DE,Cincinnati Bengals,CIN,AFC North,AFC,mmurphy_de,Cincinnati Bengals,NFL
Josh,Newton,CB,Cincinnati Bengals,CIN,AFC North,AFC,jnewton_cb,Cincinnati Bengals,NFL
Antwaun,Powell-Ryland Jr.,LB,Cincinnati Bengals,CIN,AFC North,AFC,apowellrylandjr_lb,Cincinnati Bengals,NFL
T.J.,Slaton Jr.,DT,Cincinnati Bengals,CIN,AFC North,AFC,tslatonjr_dt,Cincinnati Bengals,NFL
Shemar,Stewart,DE,Cincinnati Bengals,CIN,AFC North,AFC,sstewart_de,Cincinnati Bengals,NFL
Ja'Sir,Taylor,CB,Cincinnati Bengals,CIN,AFC North,AFC,jtaylor_cb,Cincinnati Bengals,NFL
DJ,Turner II,CB,Cincinnati Bengals,CIN,AFC North,AFC,dturnerii_cb,Cincinnati Bengals,NFL
Russ,Yeast,S,Cincinnati Bengals,CIN,AFC North,AFC,ryeast_s,Cincinnati Bengals,NFL
Evan,McPherson,PK,Cincinnati Bengals,CIN,AFC North,AFC,emcpherson_pk,Cincinnati Bengals,NFL
Ryan,Rehkow,P,Cincinnati Bengals,CIN,AFC North,AFC,rrehkow_p,Cincinnati Bengals,NFL
William,Wagner,LS,Cincinnati Bengals,CIN,AFC North,AFC,wwagner_ls,Cincinnati Bengals,NFL
Brenden,Bates,TE,Cleveland Browns,CLE,AFC North,AFC,bbates_te,Cleveland Browns,NFL
Isaiah,Bond,WR,Cleveland Browns,CLE,AFC North,AFC,ibond_wr,Cleveland Browns,NFL
Jeremiah,Byers,OT,Cleveland Browns,CLE,AFC North,AFC,jbyers_ot,Cleveland Browns,NFL
Sal,Cannella,TE,Cleveland Browns,CLE,AFC North,AFC,scannella_te,Cleveland Browns,NFL
Jack,Conley,G,Cleveland Browns,CLE,AFC North,AFC,jconley_g,Cleveland Browns,NFL
Malachi,Corley,WR,Cleveland Browns,CLE,AFC North,AFC,mcorley_wr,Cleveland Browns,NFL
Kingsley,Eguakun,C,Cleveland Browns,CLE,AFC North,AFC,keguakun_c,Cleveland Browns,NFL
Harold,Fannin Jr.,TE,Cleveland Browns,CLE,AFC North,AFC,hfanninjr_te,Cleveland Browns,NFL
Luke,Floriea,WR,Cleveland Browns,CLE,AFC North,AFC,lfloriea_wr,Cleveland Browns,NFL
Dillon,Gabriel,QB,Cleveland Browns,CLE,AFC North,AFC,dgabriel_qb,Cleveland Browns,NFL
Kendrick,Green,C,Cleveland Browns,CLE,AFC North,AFC,kgreen_c,Cleveland Browns,NFL
Tytus,Howard,OT,Cleveland Browns,CLE,AFC North,AFC,thoward_ot,Cleveland Browns,NFL
Elgton,Jenkins,C,Cleveland Browns,CLE,AFC North,AFC,ejenkins_c,Cleveland Browns,NFL
Teven,Jenkins,G,Cleveland Browns,CLE,AFC North,AFC,tjenkins_g,Cleveland Browns,NFL
Jerry,Jeudy,WR,Cleveland Browns,CLE,AFC North,AFC,jjeudy_wr,Cleveland Browns,NFL
Zion,Johnson,G,Cleveland Browns,CLE,AFC North,AFC,zjohnson_g,Cleveland Browns,NFL
Dawand,Jones,OT,Cleveland Browns,CLE,AFC North,AFC,djones_ot,Cleveland Browns,NFL
Quinshon,Judkins,RB,Cleveland Browns,CLE,AFC North,AFC,qjudkins_rb,Cleveland Browns,NFL
Gage,Larvadain,WR,Cleveland Browns,CLE,AFC North,AFC,glarvadain_wr,Cleveland Browns,NFL
KT,Leveston,OT,Cleveland Browns,CLE,AFC North,AFC,kleveston_ot,Cleveland Browns,NFL
Ahmani,Marshall,RB,Cleveland Browns,CLE,AFC North,AFC,amarshall_rb,Cleveland Browns,NFL
Tyre,Phillips,OT,Cleveland Browns,CLE,AFC North,AFC,tphillips_ot,Cleveland Browns,NFL
Caden,Prieskorn,TE,Cleveland Browns,CLE,AFC North,AFC,cprieskorn_te,Cleveland Browns,NFL
Dylan,Sampson,RB,Cleveland Browns,CLE,AFC North,AFC,dsampson_rb,Cleveland Browns,NFL
Raheim,Sanders,RB,Cleveland Browns,CLE,AFC North,AFC,rsanders_rb,Cleveland Browns,NFL
Shedeur,Sanders,QB,Cleveland Browns,CLE,AFC North,AFC,ssanders_qb,Cleveland Browns,NFL
Jack,Stoll,TE,Cleveland Browns,CLE,AFC North,AFC,jstoll_te,Cleveland Browns,NFL
Jamari,Thrash,WR,Cleveland Browns,CLE,AFC North,AFC,jthrash_wr,Cleveland Browns,NFL
Cedric,Tillman,WR,Cleveland Browns,CLE,AFC North,AFC,ctillman_wr,Cleveland Browns,NFL
Tylan,Wallace,WR,Cleveland Browns,CLE,AFC North,AFC,twallace_wr,Cleveland Browns,NFL
Deshaun,Watson,QB,Cleveland Browns,CLE,AFC North,AFC,dwatson_qb,Cleveland Browns,NFL
Blake,Whiteheart,TE,Cleveland Browns,CLE,AFC North,AFC,bwhiteheart_te,Cleveland Browns,NFL
Isaiah,Wooden,WR,Cleveland Browns,CLE,AFC North,AFC,iwooden_wr,Cleveland Browns,NFL
Luke,Wypler,C,Cleveland Browns,CLE,AFC North,AFC,lwypler_c,Cleveland Browns,NFL
Zak,Zinter,G,Cleveland Browns,CLE,AFC North,AFC,zzinter_g,Cleveland Browns,NFL
Tre,Avery,CB,Cleveland Browns,CLE,AFC North,AFC,tavery_cb,Cleveland Browns,NFL
Tyson,Campbell,CB,Cleveland Browns,CLE,AFC North,AFC,tcampbell_cb,Cleveland Browns,NFL
Maliek,Collins,DT,Cleveland Browns,CLE,AFC North,AFC,mcollins_dt,Cleveland Browns,NFL
Kalia,Davis,DT,Cleveland Browns,CLE,AFC North,AFC,kdavis_dt,Cleveland Browns,NFL
Grant,Delpit,S,Cleveland Browns,CLE,AFC North,AFC,gdelpit_s,Cleveland Browns,NFL
Christopher,Edmonds,S,Cleveland Browns,CLE,AFC North,AFC,cedmonds_s,Cleveland Browns,NFL
Myles,Garrett,DE,Cleveland Browns,CLE,AFC North,AFC,mgarrett_de,Cleveland Browns,NFL
Mason,Graham,DT,Cleveland Browns,CLE,AFC North,AFC,mgraham_dt,Cleveland Browns,NFL
Mike,Hall Jr.,DT,Cleveland Browns,CLE,AFC North,AFC,mhalljr_dt,Cleveland Browns,NFL
Myles,Harden,CB,Cleveland Browns,CLE,AFC North,AFC,mharden_cb,Cleveland Browns,NFL
Ronnie,Hickman,S,Cleveland Browns,CLE,AFC North,AFC,rhickman_s,Cleveland Browns,NFL
Adin,Huntington,DE,Cleveland Browns,CLE,AFC North,AFC,ahuntington_de,Cleveland Browns,NFL
Dom,Jones,CB,Cleveland Browns,CLE,AFC North,AFC,djones_cb,Cleveland Browns,NFL
Sam,Kamara,DT,Cleveland Browns,CLE,AFC North,AFC,skamara_dt,Cleveland Browns,NFL
Easton,Mascarenas-Arnold,LB,Cleveland Browns,CLE,AFC North,AFC,emascarenasarnold_lb,Cleveland Browns,NFL
Isaiah,McGuire,DE,Cleveland Browns,CLE,AFC North,AFC,imcguire_de,Cleveland Browns,NFL
Donovan,McMillon,S,Cleveland Browns,CLE,AFC North,AFC,dmcmillon_s,Cleveland Browns,NFL
Julian,Okwara,LB,Cleveland Browns,CLE,AFC North,AFC,jokwara_lb,Cleveland Browns,NFL
Jeremiah,Owusu-Koramoah,LB,Cleveland Browns,CLE,AFC North,AFC,jowusukoramoah_lb,Cleveland Browns,NFL
Winston,Reid,LB,Cleveland Browns,CLE,AFC North,AFC,wreid_lb,Cleveland Browns,NFL
D'Angelo,Ross,CB,Cleveland Browns,CLE,AFC North,AFC,dross_cb,Cleveland Browns,NFL
Carson,Schwesinger,LB,Cleveland Browns,CLE,AFC North,AFC,cschwesinger_lb,Cleveland Browns,NFL
Daniel,Thomas,S,Cleveland Browns,CLE,AFC North,AFC,dthomas_s,Cleveland Browns,NFL
Edefuan,Ulofoshio,LB,Cleveland Browns,CLE,AFC North,AFC,eulofoshio_lb,Cleveland Browns,NFL
Denzel,Ward,CB,Cleveland Browns,CLE,AFC North,AFC,dward_cb,Cleveland Browns,NFL
Nathaniel,Watson,LB,Cleveland Browns,CLE,AFC North,AFC,nwatson_lb,Cleveland Browns,NFL
Quincy,Williams,LB,Cleveland Browns,CLE,AFC North,AFC,qwilliams_lb,Cleveland Browns,NFL
Alex,Wright,DE,Cleveland Browns,CLE,AFC North,AFC,awright_de,Cleveland Browns,NFL
Corey,Bojorquez,P,Cleveland Browns,CLE,AFC North,AFC,cbojorquez_p,Cleveland Browns,NFL
Nik,Constantinou,P,Cleveland Browns,CLE,AFC North,AFC,nconstantinou_p,Cleveland Browns,NFL
Rex,Sunahara,LS,Cleveland Browns,CLE,AFC North,AFC,rsunahara_ls,Cleveland Browns,NFL
Andre,Szmyt,PK,Cleveland Browns,CLE,AFC North,AFC,aszmyt_pk,Cleveland Browns,NFL
Israel,Abanikanda,RB,Dallas Cowboys,DAL,NFC East,NFC,iabanikanda_rb,Dallas Cowboys,NFL
T.J.,Bass,G,Dallas Cowboys,DAL,NFC East,NFC,tbass_g,Dallas Cowboys,NFL
Cooper,Beebe,C,Dallas Cowboys,DAL,NFC East,NFC,cbeebe_c,Dallas Cowboys,NFL
Jaydon,Blue,RB,Dallas Cowboys,DAL,NFC East,NFC,jblue_rb,Dallas Cowboys,NFL
Tyler,Booker,G,Dallas Cowboys,DAL,NFC East,NFC,tbooker_g,Dallas Cowboys,NFL
Parris,Campbell,WR,Dallas Cowboys,DAL,NFC East,NFC,pcampbell_wr,Dallas Cowboys,NFL
Ajani,Cornelius,OT,Dallas Cowboys,DAL,NFC East,NFC,acornelius_ot,Dallas Cowboys,NFL
Malik,Davis,RB,Dallas Cowboys,DAL,NFC East,NFC,mdavis_rb,Dallas Cowboys,NFL
Princeton,Fant,TE,Dallas Cowboys,DAL,NFC East,NFC,pfant_te,Dallas Cowboys,NFL
Jake,Ferguson,TE,Dallas Cowboys,DAL,NFC East,NFC,jferguson_te,Dallas Cowboys,NFL
Ryan,Flournoy,WR,Dallas Cowboys,DAL,NFC East,NFC,rflournoy_wr,Dallas Cowboys,NFL
Tyler,Guyton,OT,Dallas Cowboys,DAL,NFC East,NFC,tguyton_ot,Dallas Cowboys,NFL
Matt,Hennessy,C,Dallas Cowboys,DAL,NFC East,NFC,mhennessy_c,Dallas Cowboys,NFL
Traeshon,Holden,WR,Dallas Cowboys,DAL,NFC East,NFC,tholden_wr,Dallas Cowboys,NFL
Sam,Howell,QB,Dallas Cowboys,DAL,NFC East,NFC,showell_qb,Dallas Cowboys,NFL
Marcellus,Johnson,OT,Dallas Cowboys,DAL,NFC East,NFC,mjohnson_ot,Dallas Cowboys,NFL
Trevor,Keegan,G,Dallas Cowboys,DAL,NFC East,NFC,tkeegan_g,Dallas Cowboys,NFL
CeeDee,Lamb,WR,Dallas Cowboys,DAL,NFC East,NFC,clamb_wr,Dallas Cowboys,NFL
Nick,Leverett,G,Dallas Cowboys,DAL,NFC East,NFC,nleverett_g,Dallas Cowboys,NFL
Hunter,Luepke,RB,Dallas Cowboys,DAL,NFC East,NFC,hluepke_rb,Dallas Cowboys,NFL
Phil,Mafah,RB,Dallas Cowboys,DAL,NFC East,NFC,pmafah_rb,Dallas Cowboys,NFL
Joe,Milton III,QB,Dallas Cowboys,DAL,NFC East,NFC,jmiltoniii_qb,Dallas Cowboys,NFL
Jonathan,Mingo,WR,Dallas Cowboys,DAL,NFC East,NFC,jmingo_wr,Dallas Cowboys,NFL
George,Pickens,WR,Dallas Cowboys,DAL,NFC East,NFC,gpickens_wr,Dallas Cowboys,NFL
Dak,Prescott,QB,Dallas Cowboys,DAL,NFC East,NFC,dprescott_qb,Dallas Cowboys,NFL
Luke,Schoonmaker,TE,Dallas Cowboys,DAL,NFC East,NFC,lschoonmaker_te,Dallas Cowboys,NFL
Tyler,Smith,G,Dallas Cowboys,DAL,NFC East,NFC,tsmith_g,Dallas Cowboys,NFL
Brevyn,Spann-Ford,TE,Dallas Cowboys,DAL,NFC East,NFC,bspannford_te,Dallas Cowboys,NFL
Terence,Steele,OT,Dallas Cowboys,DAL,NFC East,NFC,tsteele_ot,Dallas Cowboys,NFL
Nate,Thomas,OT,Dallas Cowboys,DAL,NFC East,NFC,nthomas_ot,Dallas Cowboys,NFL
KaVontae,Turpin,WR,Dallas Cowboys,DAL,NFC East,NFC,kturpin_wr,Dallas Cowboys,NFL
Javonte,Williams,RB,Dallas Cowboys,DAL,NFC East,NFC,jwilliams_rb,Dallas Cowboys,NFL
Corey,Ballentine,CB,Dallas Cowboys,DAL,NFC East,NFC,cballentine_cb,Dallas Cowboys,NFL
Justin,Barron,LB,Dallas Cowboys,DAL,NFC East,NFC,jbarron_lb,Dallas Cowboys,NFL
Markquese,Bell,S,Dallas Cowboys,DAL,NFC East,NFC,mbell_s,Dallas Cowboys,NFL
DaRon,Bland,CB,Dallas Cowboys,DAL,NFC East,NFC,dbland_cb,Dallas Cowboys,NFL
Trikweze,Bridges,CB,Dallas Cowboys,DAL,NFC East,NFC,tbridges_cb,Dallas Cowboys,NFL
Jonathan,Bullard,DE,Dallas Cowboys,DAL,NFC East,NFC,jbullard_de,Dallas Cowboys,NFL
Josh,Butler,CB,Dallas Cowboys,DAL,NFC East,NFC,jbutler_cb,Dallas Cowboys,NFL
Caelen,Carson,CB,Dallas Cowboys,DAL,NFC East,NFC,ccarson_cb,Dallas Cowboys,NFL
Zion,Childress,CB,Dallas Cowboys,DAL,NFC East,NFC,zchildress_cb,Dallas Cowboys,NFL
Alijah,Clark,S,Dallas Cowboys,DAL,NFC East,NFC,aclark_s,Dallas Cowboys,NFL
Kenny,Clark,DT,Dallas Cowboys,DAL,NFC East,NFC,kclark_dt,Dallas Cowboys,NFL
Cobie,Durant,CB,Dallas Cowboys,DAL,NFC East,NFC,cdurant_cb,Dallas Cowboys,NFL
Donovan,Ezeiruaku,DE,Dallas Cowboys,DAL,NFC East,NFC,dezeiruaku_de,Dallas Cowboys,NFL
Rashan,Gary,DE,Dallas Cowboys,DAL,NFC East,NFC,rgary_de,Dallas Cowboys,NFL
Malik,Hooker,S,Dallas Cowboys,DAL,NFC East,NFC,mhooker_s,Dallas Cowboys,NFL
James,Houston,DE,Dallas Cowboys,DAL,NFC East,NFC,jhouston_de,Dallas Cowboys,NFL
Shemar,James,LB,Dallas Cowboys,DAL,NFC East,NFC,sjames_lb,Dallas Cowboys,NFL
Derion,Kendrick,CB,Dallas Cowboys,DAL,NFC East,NFC,dkendrick_cb,Dallas Cowboys,NFL
Isaiah,Land,LB,Dallas Cowboys,DAL,NFC East,NFC,iland_lb,Dallas Cowboys,NFL
Marist,Liufau,LB,Dallas Cowboys,DAL,NFC East,NFC,mliufau_lb,Dallas Cowboys,NFL
P.J.,Locke,S,Dallas Cowboys,DAL,NFC East,NFC,plocke_s,Dallas Cowboys,NFL
Adedayo,Odeleye,DE,Dallas Cowboys,DAL,NFC East,NFC,aodeleye_de,Dallas Cowboys,NFL
Otito,Ogbonnia,DT,Dallas Cowboys,DAL,NFC East,NFC,oogbonnia_dt,Dallas Cowboys,NFL
DeMarvion,Overshown,LB,Dallas Cowboys,DAL,NFC East,NFC,dovershown_lb,Dallas Cowboys,NFL
Shavon,Revel Jr.,CB,Dallas Cowboys,DAL,NFC East,NFC,sreveljr_cb,Dallas Cowboys,NFL
Reddy,Steward,CB,Dallas Cowboys,DAL,NFC East,NFC,rsteward_cb,Dallas Cowboys,NFL
Jalen,Thompson,S,Dallas Cowboys,DAL,NFC East,NFC,jthompson_s,Dallas Cowboys,NFL
Jay,Toia,DT,Dallas Cowboys,DAL,NFC East,NFC,jtoia_dt,Dallas Cowboys,NFL
Tyrus,Wheat,DE,Dallas Cowboys,DAL,NFC East,NFC,twheat_de,Dallas Cowboys,NFL
Quinnen,Williams,DT,Dallas Cowboys,DAL,NFC East,NFC,qwilliams_dt,Dallas Cowboys,NFL
Julius,Wood,S,Dallas Cowboys,DAL,NFC East,NFC,jwood_s,Dallas Cowboys,NFL
Bryan,Anger,P,Dallas Cowboys,DAL,NFC East,NFC,banger_p,Dallas Cowboys,NFL
Brandon,Aubrey,PK,Dallas Cowboys,DAL,NFC East,NFC,baubrey_pk,Dallas Cowboys,NFL
Trent,Sieg,LS,Dallas Cowboys,DAL,NFC East,NFC,tsieg_ls,Dallas Cowboys,NFL
Nate,Adkins,TE,Denver Broncos,DEN,AFC West,AFC,nadkins_te,Denver Broncos,NFL
Tyler,Badie,RB,Denver Broncos,DEN,AFC West,AFC,tbadie_rb,Denver Broncos,NFL
Michael,Bandy,WR,Denver Broncos,DEN,AFC West,AFC,mbandy_wr,Denver Broncos,NFL
Garett,Bolles,OT,Denver Broncos,DEN,AFC West,AFC,gbolles_ot,Denver Broncos,NFL
Pat,Bryant,WR,Denver Broncos,DEN,AFC West,AFC,pbryant_wr,Denver Broncos,NFL
Marques,Cox,OT,Denver Broncos,DEN,AFC West,AFC,mcox_ot,Denver Broncos,NFL
Frank,Crum,OT,Denver Broncos,DEN,AFC West,AFC,fcrum_ot,Denver Broncos,NFL
Michael,Deiter,C,Denver Broncos,DEN,AFC West,AFC,mdeiter_c,Denver Broncos,NFL
J.K.,Dobbins,RB,Denver Broncos,DEN,AFC West,AFC,jdobbins_rb,Denver Broncos,NFL
Sam,Ehlinger,QB,Denver Broncos,DEN,AFC West,AFC,sehlinger_qb,Denver Broncos,NFL
Evan,Engram,TE,Denver Broncos,DEN,AFC West,AFC,eengram_te,Denver Broncos,NFL
Alex,Forsyth,C,Denver Broncos,DEN,AFC West,AFC,aforsyth_c,Denver Broncos,NFL
Troy,Franklin,WR,Denver Broncos,DEN,AFC West,AFC,tfranklin_wr,Denver Broncos,NFL
Nick,Gargiulo,G,Denver Broncos,DEN,AFC West,AFC,ngargiulo_g,Denver Broncos,NFL
RJ,Harvey,RB,Denver Broncos,DEN,AFC West,AFC,rharvey_rb,Denver Broncos,NFL
Lil'Jordan,Humphrey,WR,Denver Broncos,DEN,AFC West,AFC,lhumphrey_wr,Denver Broncos,NFL
Nash,Jones,G,Denver Broncos,DEN,AFC West,AFC,njones_g,Denver Broncos,NFL
Lucas,Krull,TE,Denver Broncos,DEN,AFC West,AFC,lkrull_te,Denver Broncos,NFL
Caleb,Lohner,TE,Denver Broncos,DEN,AFC West,AFC,clohner_te,Denver Broncos,NFL
Mike,McGlinchey,OT,Denver Broncos,DEN,AFC West,AFC,mmcglinchey_ot,Denver Broncos,NFL
Jaleel,McLaughlin,RB,Denver Broncos,DEN,AFC West,AFC,jmclaughlin_rb,Denver Broncos,NFL
Quinn,Meinerz,G,Denver Broncos,DEN,AFC West,AFC,qmeinerz_g,Denver Broncos,NFL
Marvin,Mims Jr.,WR,Denver Broncos,DEN,AFC West,AFC,mmimsjr_wr,Denver Broncos,NFL
Bo,Nix,QB,Denver Broncos,DEN,AFC West,AFC,bnix_qb,Denver Broncos,NFL
Alex,Palczewski,G,Denver Broncos,DEN,AFC West,AFC,apalczewski_g,Denver Broncos,NFL
Matt,Peart,OT,Denver Broncos,DEN,AFC West,AFC,mpeart_ot,Denver Broncos,NFL
Ben,Powers,G,Denver Broncos,DEN,AFC West,AFC,bpowers_g,Denver Broncos,NFL
Adam,Prentice,FB,Denver Broncos,DEN,AFC West,AFC,aprentice_fb,Denver Broncos,NFL
Cody,Schrader,RB,Denver Broncos,DEN,AFC West,AFC,cschrader_rb,Denver Broncos,NFL
Jarrett,Stidham,QB,Denver Broncos,DEN,AFC West,AFC,jstidham_qb,Denver Broncos,NFL
Courtland,Sutton,WR,Denver Broncos,DEN,AFC West,AFC,csutton_wr,Denver Broncos,NFL
Calvin,Throckmorton,G,Denver Broncos,DEN,AFC West,AFC,cthrockmorton_g,Denver Broncos,NFL
Adam,Trautman,TE,Denver Broncos,DEN,AFC West,AFC,atrautman_te,Denver Broncos,NFL
Deuce,Vaughn,RB,Denver Broncos,DEN,AFC West,AFC,dvaughn_rb,Denver Broncos,NFL
Jaylen,Waddle,WR,Denver Broncos,DEN,AFC West,AFC,jwaddle_wr,Denver Broncos,NFL
Luke,Wattenberg,C,Denver Broncos,DEN,AFC West,AFC,lwattenberg_c,Denver Broncos,NFL
Kris,Abrams-Draine,CB,Denver Broncos,DEN,AFC West,AFC,kabramsdraine_cb,Denver Broncos,NFL
Zach,Allen,DE,Denver Broncos,DEN,AFC West,AFC,zallen_de,Denver Broncos,NFL
Tycen,Anderson,S,Denver Broncos,DEN,AFC West,AFC,tanderson_s,Denver Broncos,NFL
Levelle,Bailey,LB,Denver Broncos,DEN,AFC West,AFC,lbailey_lb,Denver Broncos,NFL
Jahdae,Barron,CB,Denver Broncos,DEN,AFC West,AFC,jbarron_cb,Denver Broncos,NFL
Nik,Bonitto,LB,Denver Broncos,DEN,AFC West,AFC,nbonitto_lb,Denver Broncos,NFL
Jonathon,Cooper,LB,Denver Broncos,DEN,AFC West,AFC,jcooper_lb,Denver Broncos,NFL
Jonah,Elliss,LB,Denver Broncos,DEN,AFC West,AFC,jelliss_lb,Denver Broncos,NFL
Matt,Henningsen,DE,Denver Broncos,DEN,AFC West,AFC,mhenningsen_de,Denver Broncos,NFL
Talanoa,Hufanga,S,Denver Broncos,DEN,AFC West,AFC,thufanga_s,Denver Broncos,NFL
Jordan,Jackson,DT,Denver Broncos,DEN,AFC West,AFC,jjackson_dt,Denver Broncos,NFL
Brandon,Jones,S,Denver Broncos,DEN,AFC West,AFC,bjones_s,Denver Broncos,NFL
D.J.,Jones,DT,Denver Broncos,DEN,AFC West,AFC,djones_dt,Denver Broncos,NFL
Sai'vion,Jones,DE,Denver Broncos,DEN,AFC West,AFC,sjones_de,Denver Broncos,NFL
Devon,Key,S,Denver Broncos,DEN,AFC West,AFC,dkey_s,Denver Broncos,NFL
Ja'Quan,McMillian,CB,Denver Broncos,DEN,AFC West,AFC,jmcmillian_cb,Denver Broncos,NFL
Jordan,Miller,DT,Denver Broncos,DEN,AFC West,AFC,jmiller_dt,Denver Broncos,NFL
Riley,Moss,CB,Denver Broncos,DEN,AFC West,AFC,rmoss_cb,Denver Broncos,NFL
Garrett,Nelson,DE,Denver Broncos,DEN,AFC West,AFC,gnelson_de,Denver Broncos,NFL
Karene,Reid,LB,Denver Broncos,DEN,AFC West,AFC,kreid_lb,Denver Broncos,NFL
Malcolm,Roach,DT,Denver Broncos,DEN,AFC West,AFC,mroach_dt,Denver Broncos,NFL
Jaden,Robinson,CB,Denver Broncos,DEN,AFC West,AFC,jrobinson_cb,Denver Broncos,NFL
Que,Robinson,LB,Denver Broncos,DEN,AFC West,AFC,qrobinson_lb,Denver Broncos,NFL
Drew,Sanders,LB,Denver Broncos,DEN,AFC West,AFC,dsanders_lb,Denver Broncos,NFL
Alex,Singleton,LB,Denver Broncos,DEN,AFC West,AFC,asingleton_lb,Denver Broncos,NFL
JL,Skinner,S,Denver Broncos,DEN,AFC West,AFC,jskinner_s,Denver Broncos,NFL
Justin,Strnad,LB,Denver Broncos,DEN,AFC West,AFC,jstrnad_lb,Denver Broncos,NFL
Pat,Surtain II,CB,Denver Broncos,DEN,AFC West,AFC,psurtainii_cb,Denver Broncos,NFL
Reese,Taylor,CB,Denver Broncos,DEN,AFC West,AFC,rtaylor_cb,Denver Broncos,NFL
Dondrea,Tillman,LB,Denver Broncos,DEN,AFC West,AFC,dtillman_lb,Denver Broncos,NFL
Jordan,Turner,LB,Denver Broncos,DEN,AFC West,AFC,jturner_lb,Denver Broncos,NFL
Eyioma,Uwazurike,DE,Denver Broncos,DEN,AFC West,AFC,euwazurike_de,Denver Broncos,NFL
Johnny,Walker Jr.,LB,Denver Broncos,DEN,AFC West,AFC,jwalkerjr_lb,Denver Broncos,NFL
Kristian,Williams,DT,Denver Broncos,DEN,AFC West,AFC,kwilliams_dt,Denver Broncos,NFL
Jeremy,Crawshaw,P,Denver Broncos,DEN,AFC West,AFC,jcrawshaw_p,Denver Broncos,NFL
Mitchell,Fraboni,LS,Denver Broncos,DEN,AFC West,AFC,mfraboni_ls,Denver Broncos,NFL
Wil,Lutz,PK,Denver Broncos,DEN,AFC West,AFC,wlutz_pk,Denver Broncos,NFL
Ben,Bartch,G,Detroit Lions,DET,NFC North,NFC,bbartch_g,Detroit Lions,NFL
Larry,Borom,OT,Detroit Lions,DET,NFC North,NFC,lborom_ot,Detroit Lions,NFL
Teddy,Bridgewater,QB,Detroit Lions,DET,NFC North,NFC,tbridgewater_qb,Detroit Lions,NFL
Devin,Cochran,OT,Detroit Lions,DET,NFC North,NFC,dcochran_ot,Detroit Lions,NFL
Tyler,Conklin,TE,Detroit Lions,DET,NFC North,NFC,tconklin_te,Detroit Lions,NFL
Malik,Cunningham,WR,Detroit Lions,DET,NFC North,NFC,mcunningham_wr,Detroit Lions,NFL
Greg,Dortch,WR,Detroit Lions,DET,NFC North,NFC,gdortch_wr,Detroit Lions,NFL
Miles,Frazier,G,Detroit Lions,DET,NFC North,NFC,mfrazier_g,Detroit Lions,NFL
Jahmyr,Gibbs,RB,Detroit Lions,DET,NFC North,NFC,jgibbs_rb,Detroit Lions,NFL
Jared,Goff,QB,Detroit Lions,DET,NFC North,NFC,jgoff_qb,Detroit Lions,NFL
Thomas,Gordon,TE,Detroit Lions,DET,NFC North,NFC,tgordon_te,Detroit Lions,NFL
Zach,Horton,TE,Detroit Lions,DET,NFC North,NFC,zhorton_te,Detroit Lions,NFL
